attendance,study_hours,sleep_hours,screen_time,assignment_load,exam_frequency,social_interaction,burnout_level
53.38,8.92,4.94,7.19,5,3,5.05,0
90.02,4.28,7.12,8.97,5,5,2.41,0
61.69,9.69,5.68,7.99,4,1,6.03,0
77.0,5.64,5.06,8.95,1,4,6.97,0
94.0,5.37,5.57,6.29,2,3,1.56,0
82.54,3.44,4.89,8.02,3,2,8.84,0
76.65,6.4,8.51,3.12,2,1,2.67,0
66.22,3.76,5.99,4.79,1,1,3.03,0
66.65,4.74,5.23,5.12,1,4,6.95,0
83.47,5.22,6.24,6.09,5,3,5.22,0
99.71,8.66,5.6,9.43,2,1,5.49,0
83.09,9.13,7.72,8.99,1,3,2.15,0
77.89,5.12,8.86,3.08,2,3,8.25,0
86.53,9.01,6.19,3.38,1,1,6.55,0
73.26,9.0,8.31,4.86,3,3,2.22,0
53.01,8.35,6.83,4.33,1,4,4.37,0
78.11,4.03,4.79,6.92,2,1,8.29,0
97.88,7.83,7.45,9.22,5,4,6.12,0
58.77,9.62,6.57,9.7,2,4,1.98,0
84.5,7.78,7.25,7.23,4,3,4.35,0
60.05,5.32,8.45,8.71,2,3,3.18,0
76.79,6.5,6.2,6.2,3,1,5.66,0
54.83,7.52,8.51,3.67,3,2,8.59,0
72.52,6.57,7.75,6.2,3,1,4.93,0
87.81,3.84,6.44,6.44,1,4,4.9,0
67.38,5.18,7.02,7.94,3,3,9.15,0
83.25,8.62,5.63,3.76,2,4,6.19,0
89.77,9.03,8.92,4.95,5,5,6.1,0
96.36,3.96,7.34,4.91,3,5,3.36,0
61.73,9.67,4.22,9.68,2,4,6.47,0
69.97,5.3,5.63,5.55,1,2,6.18,0
57.62,7.64,7.12,8.04,1,2,4.57,0
99.62,8.26,4.28,8.01,5,1,9.92,0
96.35,8.68,4.12,4.12,5,1,8.94,0
77.0,9.62,6.25,6.57,2,1,7.75,0
92.1,5.19,5.66,9.15,5,3,5.84,0
76.05,9.01,6.19,5.8,5,2,5.16,0
81.18,3.92,5.31,9.56,1,4,2.66,0
54.46,7.94,4.82,3.72,2,5,3.75,0
87.76,8.19,7.45,2.59,5,2,7.97,0
56.39,7.74,6.57,9.13,2,2,5.08,0
91.3,4.77,5.0,8.78,3,2,8.94,0
89.1,9.11,5.6,9.94,1,1,2.33,0
85.44,4.18,6.96,7.44,1,3,5.58,0
51.81,3.38,4.36,9.49,1,4,6.82,0
65.16,8.02,4.74,8.62,4,1,5.65,0
63.16,6.33,4.37,8.76,2,3,9.0,0
68.01,8.94,8.06,6.55,3,2,9.91,0
54.38,5.68,7.76,5.06,5,3,2.04,0
96.85,4.18,7.77,9.48,3,1,2.17,0
77.69,8.86,7.58,5.46,2,2,2.17,0
65.28,6.84,7.35,6.31,1,1,7.13,0
69.85,4.32,6.38,5.57,4,4,4.35,0
72.36,8.04,7.21,6.52,2,2,7.6,0
80.03,6.58,4.19,5.76,2,3,4.65,0
75.78,7.23,7.11,2.38,5,1,6.65,0
95.97,6.23,7.89,9.06,3,5,7.93,0
74.85,8.8,6.5,5.56,3,3,5.93,0
99.61,8.81,5.79,6.71,5,3,5.86,0
92.57,7.97,5.39,3.11,4,2,1.79,0
60.43,3.74,7.21,2.03,1,3,4.7,0
96.53,8.87,7.46,3.96,1,1,5.91,0
55.82,7.7,8.35,7.64,4,5,5.16,0
90.87,7.88,5.71,2.79,5,4,9.11,0
69.03,5.54,7.85,9.27,2,5,9.16,0
93.9,9.15,6.81,3.72,3,1,8.4,0
93.4,8.08,8.41,3.64,2,2,4.38,0
90.3,3.79,6.64,3.45,3,1,7.46,0
89.5,5.85,6.59,2.11,2,3,4.56,0
65.23,9.2,6.89,8.17,5,2,3.09,0
54.05,3.33,7.75,9.0,5,4,4.09,0
70.15,9.73,8.82,6.91,4,4,1.64,0
58.68,7.75,4.37,3.51,2,1,3.99,0
84.75,7.42,4.27,4.28,2,3,5.15,0
67.3,4.89,8.69,5.81,4,4,9.6,0
98.78,4.74,6.65,9.63,4,5,3.82,0
82.05,9.59,7.07,3.98,5,2,9.12,0
91.12,5.09,6.41,7.85,5,5,3.06,0
56.63,8.43,4.47,5.52,2,4,2.72,0
93.1,5.75,7.84,4.38,5,4,5.67,0
96.14,3.97,7.74,5.65,5,1,7.05,0
74.35,3.08,5.56,2.57,2,1,1.4,0
80.31,6.81,5.53,8.39,4,2,2.99,0
88.24,9.83,8.19,3.95,2,1,5.1,0
58.74,5.58,4.36,7.8,1,3,3.98,0
75.13,5.5,8.41,2.55,2,2,7.41,0
69.93,5.41,5.28,9.64,1,3,5.6,0
57.32,6.64,6.96,3.54,2,1,2.44,0
68.38,6.08,8.68,9.06,1,2,9.05,0
53.41,9.16,7.39,8.48,1,4,3.64,0
51.29,6.54,6.07,9.74,2,5,7.58,0
56.76,6.55,7.45,5.82,5,4,8.02,0
98.16,3.97,5.72,7.82,3,3,9.67,0
77.48,9.88,5.39,4.97,5,4,5.49,0
98.29,4.75,8.98,3.47,1,4,6.54,0
71.62,3.51,7.75,5.54,2,5,4.01,0
65.59,7.64,7.22,3.33,2,5,7.1,0
75.31,7.17,5.78,9.86,2,4,5.17,0
71.98,5.91,4.25,2.77,2,5,4.94,0
55.28,5.96,4.16,6.71,3,4,8.7,0
82.04,8.5,6.77,7.01,4,2,1.45,0
60.8,4.37,7.81,6.3,1,4,8.94,0
80.98,8.74,6.69,7.3,3,1,8.67,0
82.51,7.54,8.2,2.93,5,5,5.56,0
57.6,5.93,4.17,6.44,4,5,5.41,0
53.07,6.21,5.83,4.3,4,3,4.26,0
89.04,4.8,5.19,9.52,2,3,9.95,0
72.99,8.26,6.24,8.1,3,1,2.0,0
52.91,6.59,4.36,9.78,5,5,6.31,0
99.74,5.25,8.77,2.3,2,5,7.14,0
52.89,7.17,5.12,4.28,2,3,9.41,0
84.75,9.97,8.61,3.56,1,3,8.02,0
99.18,6.05,6.13,2.09,4,4,6.79,0
61.96,9.44,8.93,3.94,5,5,2.05,0
57.11,5.42,6.77,7.43,4,5,4.36,0
56.07,3.38,8.65,3.85,3,4,2.25,0
65.16,4.43,4.03,6.07,1,5,8.93,0
55.05,5.93,7.74,9.1,2,1,7.75,0
84.61,4.54,8.52,7.55,1,3,7.82,0
53.11,3.0,4.7,5.16,2,3,6.87,0
75.47,9.41,4.48,4.98,1,3,5.56,0
99.83,8.91,6.12,5.65,2,2,2.35,0
90.7,8.2,8.67,3.42,4,1,3.97,0
80.76,4.17,6.71,7.07,4,1,2.23,0
65.31,3.84,6.64,4.91,4,4,7.52,0
81.19,3.47,4.71,8.82,4,2,2.44,0
76.35,8.07,4.0,8.05,1,5,7.32,0
71.3,9.5,8.05,6.88,2,1,7.23,0
56.54,6.01,4.44,4.91,4,2,5.13,0
94.33,3.83,7.17,3.68,1,2,2.22,0
72.49,6.59,8.57,8.21,2,1,3.83,0
59.73,5.44,5.04,5.89,1,4,3.88,0
68.39,5.62,7.33,3.8,4,2,7.3,0
70.71,7.35,4.39,3.56,3,3,2.02,0
91.38,8.03,7.02,3.32,1,2,8.46,0
86.68,3.77,4.82,8.22,4,5,7.85,0
88.47,3.25,7.68,3.83,5,1,2.68,0
50.55,9.96,5.51,6.21,2,5,7.47,0
70.81,4.63,6.32,5.61,4,4,7.02,0
74.07,3.38,7.0,6.64,5,3,7.73,0
50.96,4.33,4.86,9.02,1,1,2.7,0
62.99,3.27,7.71,8.94,1,2,2.42,0
88.01,5.74,5.51,5.61,5,3,3.13,0
56.86,8.62,7.31,2.12,5,2,4.29,0
76.77,5.39,4.79,5.41,2,4,8.14,0
60.76,6.11,7.44,6.85,1,1,7.64,0
50.61,7.73,4.64,6.46,5,4,9.33,0
62.06,6.56,6.13,7.21,3,4,1.53,0
98.79,9.03,5.24,3.23,3,4,1.1,0
90.08,9.06,7.74,7.17,5,4,7.29,0
97.98,3.07,5.31,3.46,2,2,3.51,0
74.39,8.45,8.41,8.0,1,5,4.01,0
55.49,6.23,8.46,4.71,3,2,5.92,0
77.4,9.92,4.98,7.68,5,3,1.92,0
72.72,6.38,7.07,2.38,5,4,6.78,0
92.22,9.91,4.44,5.26,4,3,3.93,0
54.9,8.28,5.96,7.64,5,2,6.69,0
74.41,4.74,7.57,3.81,2,4,8.51,0
57.5,6.77,7.3,8.36,3,2,2.54,0
66.23,9.94,7.12,7.05,4,4,9.38,0
86.87,9.0,5.41,6.7,3,2,5.78,0
73.8,3.68,5.89,4.83,3,1,9.31,0
68.79,7.94,4.51,5.86,2,5,2.87,0
69.72,5.42,7.6,6.78,5,5,6.44,0
72.97,3.05,6.52,5.78,2,4,4.63,0
89.25,5.82,7.54,7.59,5,1,7.97,0
94.6,4.64,5.24,5.47,4,3,6.45,0
97.77,8.73,5.62,3.62,2,1,5.45,0
89.35,5.36,5.67,3.71,2,4,9.22,0
65.77,8.79,4.13,2.05,1,1,4.39,0
84.41,3.0,5.71,4.41,2,3,2.98,0
71.88,5.15,8.02,7.99,1,4,6.47,0
62.73,4.69,8.49,8.35,5,5,6.62,0
92.04,4.63,6.59,3.62,5,1,4.95,0
51.92,3.48,6.28,9.67,5,5,5.38,0
95.09,4.31,4.15,6.02,1,5,9.64,0
73.07,6.89,8.4,9.34,5,2,7.59,0
81.86,5.04,4.07,7.65,3,3,2.0,0
82.97,5.92,8.72,7.78,2,1,2.91,0
94.76,5.64,6.45,2.68,1,5,9.78,0
81.83,9.13,5.71,3.76,5,5,7.54,0
80.7,9.34,8.62,2.07,3,3,9.24,0
53.33,6.45,4.12,7.73,2,5,3.73,0
75.92,5.31,6.91,4.76,2,5,7.68,0
57.51,3.75,6.74,8.29,5,5,7.43,0
86.87,9.67,5.1,4.71,3,5,3.65,0
75.61,3.42,6.14,8.55,1,2,5.96,0
84.01,5.08,7.26,3.05,5,2,6.65,0
52.08,5.09,7.64,3.39,2,4,5.33,0
54.24,5.24,4.0,4.73,2,1,8.44,0
85.82,4.15,8.68,5.27,2,3,8.5,0
53.6,8.48,4.82,4.79,5,4,8.66,0
53.56,3.86,5.17,8.11,4,2,8.23,0
50.61,7.44,5.32,2.78,4,2,5.39,0
97.83,3.87,4.19,4.81,4,2,4.43,0
86.88,3.49,4.62,8.7,3,4,8.48,0
67.66,9.37,8.93,2.53,5,2,5.41,0
64.83,4.33,5.58,9.54,2,4,3.22,0
67.49,8.75,4.58,9.89,3,2,5.57,0
88.73,6.81,4.53,2.71,4,5,2.28,0
83.07,3.54,7.6,4.33,1,5,7.22,0
59.26,9.69,8.27,4.98,3,1,4.02,0
58.71,4.73,5.28,8.21,3,2,3.35,0
54.92,9.02,4.1,6.77,5,1,9.61,0
83.02,4.18,5.12,7.15,3,4,7.99,0
88.22,8.98,4.28,8.06,5,1,8.08,0
63.25,3.09,4.52,2.94,1,2,6.61,0
51.05,6.58,6.16,8.67,2,4,8.55,0
54.11,8.39,5.15,7.64,2,4,7.83,0
98.39,9.54,6.58,6.62,4,5,6.39,0
64.77,9.36,5.27,9.12,4,4,9.65,0
88.46,8.74,8.7,7.6,1,4,2.72,0
81.23,9.22,8.53,3.61,2,1,9.49,0
69.1,4.39,6.83,5.44,4,4,4.61,0
60.28,4.99,5.77,5.95,3,3,5.76,0
56.07,5.02,5.91,2.44,5,5,2.1,0
80.75,5.64,6.06,9.64,4,5,5.86,0
88.73,5.75,7.64,3.03,1,4,6.5,0
82.2,6.81,6.26,7.58,2,1,9.98,0
76.52,4.12,8.28,6.05,1,5,9.78,0
52.1,7.84,8.72,2.21,5,5,9.7,0
98.42,4.17,5.68,9.4,5,3,4.14,0
89.94,5.17,6.8,8.81,1,4,9.92,0
64.64,6.52,4.48,6.19,4,5,5.1,0
99.0,8.58,5.0,3.83,4,5,8.67,0
80.09,8.18,6.07,2.97,2,5,2.95,0
79.12,7.52,5.03,4.91,2,5,5.55,0
87.4,4.09,8.38,4.04,3,1,9.69,0
90.59,6.83,4.79,6.05,3,2,9.52,0
82.82,3.61,6.28,9.73,2,3,7.15,0
56.4,5.64,7.03,6.6,3,1,8.18,0
66.91,5.89,7.46,9.12,1,3,2.59,0
96.4,3.28,5.92,7.21,4,5,7.49,0
61.23,4.92,8.35,5.8,3,3,6.56,0
68.61,9.69,6.84,8.84,3,4,1.82,0
71.6,9.68,6.2,5.77,1,4,2.02,0
71.97,5.47,4.34,8.95,5,2,1.98,0
80.65,3.3,6.32,4.33,2,2,7.52,0
97.15,4.25,8.1,3.03,1,3,2.28,0
62.03,5.75,7.07,8.84,5,1,5.21,0
56.08,9.63,8.16,6.7,1,1,4.21,0
59.87,3.99,6.47,9.11,4,5,5.95,0
94.35,8.34,4.59,9.5,1,1,7.36,0
82.29,3.76,4.07,2.43,1,2,7.16,0
64.3,9.87,5.52,6.01,4,1,5.64,0
90.8,5.67,7.49,5.0,2,5,5.18,0
93.07,8.43,7.95,7.01,5,4,4.58,0
92.33,5.4,5.48,8.35,3,1,8.76,0
95.95,7.39,6.48,4.24,2,1,3.98,0
62.61,4.34,6.11,6.45,1,2,3.33,0
87.75,4.02,6.05,7.67,3,3,7.69,0
73.03,9.57,5.16,3.08,4,4,4.24,0
92.1,9.42,4.68,8.51,2,3,8.62,0
86.42,9.21,4.98,6.85,5,5,3.95,0
88.82,7.38,4.28,9.6,2,5,7.32,0
82.81,8.66,4.99,4.72,2,3,1.41,0
58.87,3.48,4.05,2.87,3,2,4.47,0
77.25,5.34,7.14,6.05,4,2,4.09,0
99.23,5.2,5.58,2.69,4,2,8.35,0
96.87,7.45,8.87,9.76,2,4,9.7,0
52.16,5.49,4.97,2.31,4,5,5.15,0
58.24,4.04,5.73,8.03,3,5,8.42,0
56.59,7.18,5.79,6.2,3,5,7.3,0
86.3,8.7,4.04,4.95,5,4,9.71,0
90.89,5.67,8.2,2.53,4,5,8.3,0
60.68,3.93,4.16,6.98,5,3,1.7,0
75.29,4.38,8.7,6.68,1,1,7.42,0
92.04,4.66,8.46,4.25,3,4,5.82,0
86.64,5.1,6.68,9.28,2,1,1.15,0
77.11,7.5,6.72,4.43,3,3,3.26,0
79.52,7.21,7.27,5.6,1,2,9.3,0
75.42,7.87,5.94,6.35,2,2,9.33,0
64.88,5.54,7.24,2.8,4,2,8.19,0
78.25,8.77,4.22,9.46,4,4,9.84,0
84.44,4.43,4.27,5.0,3,2,8.26,0
93.67,6.28,6.29,2.65,2,4,1.09,0
81.81,8.61,6.75,5.1,2,4,3.59,0
88.06,4.26,8.44,6.8,5,1,1.28,0
58.0,3.77,4.52,6.11,1,2,1.85,0
73.08,9.19,8.11,7.56,4,5,2.97,0
50.47,5.4,5.05,2.44,3,2,5.53,0
62.33,7.79,5.97,4.28,2,2,8.63,0
86.32,3.18,5.58,8.55,4,2,8.76,0
99.59,7.83,6.0,2.64,3,5,6.55,0
54.96,5.21,4.75,8.84,4,5,9.35,0
70.07,3.39,6.52,2.74,3,4,5.5,0
90.0,7.27,8.01,8.68,4,5,9.0,0
60.2,4.69,6.21,4.89,5,4,5.09,0
77.75,5.71,6.45,6.9,1,1,3.5,0
86.65,3.56,8.24,3.22,4,4,9.25,0
80.8,4.03,7.53,2.53,1,2,4.49,0
59.4,5.09,6.45,3.73,4,3,5.53,0
67.77,3.63,5.29,3.02,2,3,3.96,0
89.19,9.38,8.42,4.5,5,2,6.97,0
77.71,3.04,6.89,6.12,5,4,9.96,0
50.26,6.39,5.11,6.71,1,2,1.23,0
88.05,3.86,5.35,8.32,2,5,9.1,0
51.77,5.15,8.02,7.25,3,4,1.04,0
87.29,9.48,4.22,6.87,5,2,4.28,0
60.12,4.13,8.96,5.29,2,5,2.52,0
97.9,9.76,4.65,5.79,2,5,7.82,0
68.4,4.44,7.98,5.32,1,4,1.46,0
66.35,8.19,5.97,8.74,2,1,5.98,0
57.44,6.83,6.46,3.84,2,1,3.65,0
65.28,9.19,8.4,2.05,3,5,2.2,0
93.83,6.88,6.06,7.21,1,1,7.95,0
99.82,6.74,6.69,3.62,1,5,2.96,0
68.42,4.37,4.25,9.12,2,1,3.01,0
72.43,4.16,4.01,8.87,3,5,3.48,0
86.1,9.42,5.22,2.61,4,5,6.28,0
94.31,5.29,7.4,2.85,5,5,6.94,0
79.65,5.6,4.61,5.96,1,5,1.16,0
69.58,8.32,4.57,6.87,3,3,3.18,0
70.63,5.37,6.05,4.2,3,1,4.88,0
84.78,9.66,7.24,7.73,2,5,3.99,0
50.16,8.17,7.56,6.76,5,2,8.96,0
80.98,7.18,4.89,4.6,1,4,8.09,0
67.77,9.17,4.4,2.2,4,2,6.63,0
89.71,3.35,8.7,8.0,2,2,4.04,0
54.65,4.8,5.3,3.72,1,3,7.31,0
79.41,6.26,8.27,8.68,1,1,8.59,0
74.05,4.59,8.32,5.36,3,3,6.35,0
82.12,8.21,7.86,6.62,5,1,8.06,0
53.24,9.43,4.84,8.98,4,5,7.74,0
79.0,5.97,8.11,8.91,5,3,6.15,0
78.07,5.39,7.85,4.97,3,4,3.81,0
78.03,9.73,6.98,3.67,4,1,7.71,0
80.17,6.11,5.69,8.2,4,3,2.86,0
83.82,6.42,5.31,5.46,2,4,8.02,0
90.25,5.46,4.61,3.54,4,2,8.24,0
63.49,9.37,6.55,9.24,1,5,8.4,0
91.25,6.98,6.93,3.58,5,5,5.26,0
74.91,8.34,5.8,2.21,5,2,2.73,0
53.85,8.68,6.38,2.16,2,3,1.9,0
52.93,5.39,5.82,6.98,4,2,7.69,0
66.71,6.04,7.21,7.29,3,4,8.98,0
89.24,8.94,8.51,4.49,1,1,6.86,0
85.38,5.54,4.82,4.56,2,3,2.3,0
89.43,8.56,5.91,4.72,4,1,9.41,0
75.86,9.59,4.7,7.44,3,2,9.9,0
72.01,7.36,7.12,2.47,4,5,4.9,0
57.37,8.19,7.64,9.43,2,1,6.35,0
66.41,8.64,8.66,3.78,3,1,8.0,0
71.7,8.92,5.39,10.0,3,5,7.63,0
54.43,5.77,8.75,3.37,3,1,9.71,0
61.03,3.36,4.32,8.17,3,1,2.03,0
79.91,5.81,7.02,3.79,4,5,6.23,0
86.78,7.72,4.29,2.65,3,5,7.23,0
99.92,6.15,8.47,9.0,4,2,9.01,0
96.66,8.24,6.65,8.87,3,2,8.87,0
82.13,5.5,7.35,5.23,3,1,9.8,0
71.06,7.44,8.16,7.62,2,3,5.61,0
81.81,4.3,4.75,6.46,4,2,8.48,0
89.28,8.25,4.19,8.82,4,2,4.85,0
55.92,6.82,8.39,4.52,5,3,4.8,0
70.5,4.43,5.57,6.19,2,3,3.28,0
91.99,5.04,4.64,5.88,4,5,8.36,0
69.19,8.24,6.34,4.83,2,2,9.87,0
78.59,6.38,6.99,9.13,2,4,3.31,0
79.39,4.51,4.15,3.33,2,4,1.51,0
59.22,9.77,5.37,3.2,1,1,8.34,0
68.11,8.01,4.16,6.62,4,2,6.58,0
66.73,9.7,6.1,7.26,2,4,9.64,0
51.31,5.99,8.48,3.56,1,2,3.27,0
51.21,6.33,8.91,5.13,1,2,1.64,0
91.58,9.29,7.19,9.57,3,4,5.43,0
63.65,6.68,4.81,3.97,3,2,1.77,0
75.9,7.95,8.53,7.35,4,3,3.36,0
64.94,4.77,6.58,7.92,3,1,2.13,0
97.03,6.13,4.77,5.59,4,5,3.02,0
62.96,3.86,8.61,9.5,1,4,1.96,0
71.48,4.44,7.79,7.89,1,5,9.59,0
93.64,3.01,7.66,5.66,4,1,3.51,0
92.1,3.27,7.55,6.55,3,3,5.0,0
59.31,9.84,5.0,7.54,3,3,9.09,0
90.13,4.7,5.06,6.74,4,3,7.1,0
72.91,7.64,7.44,9.03,5,3,6.56,0
74.15,8.87,5.1,4.86,3,4,7.35,0
56.67,6.85,6.19,4.4,2,4,8.46,0
54.03,4.07,7.91,3.71,3,2,8.9,0
86.4,8.1,7.92,2.3,5,2,6.78,0
74.82,7.2,6.27,2.34,1,1,9.01,0
71.84,8.12,7.96,8.96,1,2,5.82,0
86.48,8.39,8.19,7.43,1,1,3.5,0
88.28,9.83,7.27,7.28,3,1,8.92,0
57.95,7.01,5.14,6.92,1,1,5.87,0
80.51,5.39,5.37,8.79,5,3,9.16,0
56.77,7.54,5.57,5.84,5,5,1.36,0
87.57,3.48,4.58,8.96,3,5,4.58,0
82.85,9.28,5.37,4.88,2,4,9.53,0
97.83,3.84,5.05,9.41,3,1,3.25,0
53.45,5.29,6.28,7.59,1,3,9.47,0
52.85,8.71,8.54,4.06,3,2,9.59,0
64.11,7.18,4.52,6.51,5,2,8.94,0
63.09,5.76,7.6,6.26,3,4,6.07,0
62.35,6.31,7.44,3.1,3,4,6.82,0
95.31,8.98,4.48,6.73,2,1,8.83,0
62.48,5.38,8.61,4.52,5,1,7.98,0
63.6,9.09,6.84,2.42,4,2,6.67,0
87.97,3.62,5.82,9.59,4,2,9.84,0
72.49,8.44,7.78,7.13,5,2,7.17,0
88.84,8.93,5.29,9.02,4,2,9.78,0
53.27,4.27,7.47,7.41,1,5,1.52,0
74.38,6.01,4.2,4.86,4,1,2.25,0
51.68,4.16,8.2,6.1,1,1,5.06,0
53.13,7.95,6.24,7.41,5,2,4.46,0
95.32,6.75,7.18,9.68,4,3,8.04,0
56.96,7.45,5.11,4.03,4,2,2.45,0
76.62,4.38,7.39,9.0,1,4,9.78,0
70.55,4.48,7.86,9.39,1,3,3.84,0
67.37,3.29,6.37,7.36,3,4,4.86,0
94.99,5.25,7.09,9.45,2,3,3.47,0
51.09,6.92,6.28,5.18,4,4,6.21,0
83.19,9.01,8.47,9.62,2,2,1.53,0
98.17,7.67,6.49,7.62,2,2,2.35,0
78.01,6.05,8.21,2.34,4,3,7.71,0
96.84,9.67,8.01,9.25,1,4,2.68,0
52.61,8.03,6.05,5.88,3,5,3.12,0
70.94,9.51,5.15,5.68,5,3,8.14,0
63.01,6.69,6.03,6.53,4,3,1.84,0
86.54,4.81,8.13,3.2,4,1,4.94,0
99.06,3.37,5.14,5.75,5,3,1.21,0
62.83,8.08,6.62,8.65,2,5,4.12,0
82.71,3.85,8.03,2.12,3,2,7.29,0
59.9,5.12,5.77,4.18,2,4,1.81,0
78.27,6.73,7.21,2.02,5,1,9.0,0
73.2,6.95,5.23,5.33,5,4,9.19,0
98.6,7.2,4.55,7.83,3,2,1.94,0
80.43,4.16,7.97,8.39,5,3,9.92,0
67.48,5.66,4.49,9.56,5,5,3.68,0
55.7,7.32,5.36,6.87,3,1,1.76,0
57.56,9.79,8.28,4.04,4,5,1.05,0
61.27,8.09,5.73,9.39,2,5,4.68,0
62.55,9.46,8.87,8.2,4,5,6.67,0
92.53,8.34,8.9,6.6,4,5,3.99,0
78.06,7.14,5.34,7.57,2,2,8.53,0
76.17,4.34,4.2,9.39,4,5,7.45,0
55.74,7.67,7.53,7.7,3,5,4.15,0
93.01,7.36,6.25,4.95,2,2,7.61,0
86.14,7.22,4.5,7.7,1,4,9.46,0
53.38,6.43,7.54,2.32,4,2,1.84,0
85.39,6.7,4.16,5.09,5,3,3.75,0
77.18,5.34,8.35,5.25,2,2,5.17,0
54.09,6.64,4.69,3.33,1,4,5.48,0
72.92,4.38,4.64,2.18,5,3,5.88,0
74.23,8.64,4.88,3.07,1,3,3.71,0
58.29,4.3,8.8,7.24,4,1,7.01,0
97.28,3.59,7.47,8.42,5,5,6.81,0
92.5,6.05,8.01,9.91,4,3,6.2,0
83.45,7.61,5.99,4.77,5,3,2.02,0
73.11,6.06,5.68,6.8,2,4,5.29,0
70.59,4.94,5.17,9.5,3,3,4.21,0
82.55,6.91,6.4,3.34,3,4,5.42,0
77.27,5.43,6.76,7.74,1,5,9.3,0
53.11,9.53,7.16,8.04,5,1,5.32,0
75.63,9.46,5.29,2.71,4,1,1.13,0
90.32,6.52,8.74,8.89,2,5,4.95,0
72.96,5.3,4.85,8.5,2,5,8.39,0
52.6,8.16,8.83,2.27,2,2,8.02,0
89.31,3.26,4.07,2.73,3,3,5.62,0
60.07,6.32,6.41,2.39,4,3,3.25,0
62.93,5.35,5.67,4.68,2,3,5.19,0
58.24,9.44,6.25,6.07,2,4,6.07,0
66.51,3.08,6.85,6.26,1,2,10.0,0
87.84,6.87,6.18,4.14,5,3,6.8,0
75.97,8.18,6.07,9.29,5,4,7.25,0
60.24,6.4,7.66,4.95,5,4,5.42,0
93.89,3.6,7.43,2.36,1,1,4.19,0
93.98,9.81,8.17,4.4,3,4,8.32,0
93.53,6.63,5.25,6.25,1,5,5.45,0
61.94,7.3,7.05,5.27,2,4,9.95,0
72.56,4.66,6.93,4.19,4,5,5.11,0
99.25,6.38,5.85,3.05,2,5,1.61,0
88.6,6.0,6.43,8.55,2,1,7.14,0
51.36,3.52,5.57,9.97,4,1,1.42,0
53.26,3.74,4.71,4.64,5,4,3.25,0
73.2,8.86,5.07,5.05,1,1,4.18,0
95.46,4.68,4.53,6.94,3,1,7.66,0
76.94,4.36,7.42,7.75,2,3,5.45,0
74.89,6.53,7.3,5.14,2,4,1.26,0
55.27,8.38,8.75,9.24,3,4,6.55,0
82.84,3.43,7.65,6.48,1,4,4.7,0
91.11,7.04,4.26,5.6,2,1,9.3,0
69.02,3.83,8.42,7.17,3,1,5.5,0
88.78,3.26,8.31,9.62,2,5,7.38,0
98.22,3.37,6.22,8.36,5,2,2.97,0
60.19,8.84,6.93,2.32,5,2,7.85,0
76.17,3.83,8.88,4.66,2,2,7.49,0
64.36,3.32,6.66,5.76,2,3,9.14,0
89.64,6.07,8.53,4.52,5,1,1.3,0
78.88,8.91,4.42,7.6,2,5,5.03,0
81.73,4.84,4.96,8.61,1,5,7.11,0
89.9,5.95,6.2,7.85,1,2,1.86,0
69.8,3.28,6.92,9.91,4,3,4.7,0
95.75,6.14,8.08,4.18,1,3,9.48,0
76.65,7.04,8.94,9.0,2,2,4.92,0
57.9,7.0,5.94,8.13,2,2,9.87,0
84.79,5.33,4.24,4.9,3,1,1.51,0
89.66,5.21,8.01,7.87,1,3,7.46,0
65.84,3.75,7.02,2.83,5,5,6.23,0
92.86,5.57,4.99,8.31,5,2,5.5,0
95.31,3.7,6.47,6.26,4,1,9.74,0
63.85,8.37,7.71,4.34,3,5,2.17,0
99.18,9.76,7.85,7.25,5,3,9.06,0
57.04,9.79,6.5,7.13,4,2,7.22,0
60.1,9.06,5.53,3.68,1,2,3.33,0
59.21,7.21,8.87,2.24,3,1,9.12,0
94.7,7.91,7.32,5.47,3,1,4.86,0
82.71,5.0,6.04,6.56,2,3,8.33,0
57.61,7.42,5.4,9.01,1,2,4.5,0
72.02,6.19,7.66,9.43,3,1,8.66,0
80.76,6.37,5.21,6.23,4,2,6.73,0
54.17,8.3,4.86,8.03,5,3,2.27,0
94.12,4.97,6.65,5.51,1,2,6.85,0
90.18,5.23,5.45,7.97,1,5,2.72,0
75.26,9.47,7.14,3.64,3,2,4.71,0
98.36,3.39,4.59,4.97,3,4,2.53,0
70.89,6.4,7.27,7.07,3,4,1.2,0
99.21,9.39,5.42,2.15,4,3,2.91,0
83.4,7.27,4.0,7.78,2,3,5.83,0
81.73,6.82,4.63,8.68,3,3,5.33,0
58.3,4.75,8.67,5.19,2,5,5.51,0
94.1,5.4,8.34,5.58,2,5,3.23,0
71.37,8.96,5.17,8.81,1,2,7.17,0
58.11,6.91,7.89,8.21,5,1,7.34,0
50.63,6.6,7.04,4.31,5,4,4.22,0
77.99,3.7,8.85,4.59,4,4,8.93,0
76.37,3.11,5.87,7.43,4,4,6.8,0
85.97,9.75,7.41,6.51,5,2,7.42,0
94.51,5.64,4.32,3.3,5,2,3.5,0
53.97,7.22,5.98,4.48,1,3,1.01,0
86.57,3.56,8.82,9.2,1,1,8.79,0
59.37,7.78,6.69,7.51,5,3,8.4,0
92.91,9.53,5.44,9.89,3,2,2.11,0
90.95,7.03,4.6,8.14,3,5,4.37,0
77.04,3.88,7.52,9.54,1,3,6.95,0
